#{"t_start": 1563830178.464896, "env_id": "gymXplane-v2"}
r,l,t
-2.341306,67,67224.214925
39.758837,99,67235.364343
3803.326195,1185,67368.842224
3909.143482,1501,67538.446007
4572.980133,1355,67691.513387
24.489851,84,67701.04987
8.065169,72,67709.224118
-22.446653,3,67709.571386
-23.800367,2,67709.803503
2708.13332,1098,67834.195752
4581.5391,1521,68005.958786
4301.632158,1501,68175.788848
2860.194301,969,68285.264141
-24.497474,1,68285.375465
42.87453,91,68295.693711
-24.109123,1,68295.812615
-23.923251,2,68296.026812
30.952629,82,68305.258371
-21.051116,3,68305.629992
-22.158456,3,68305.981187
4453.987169,1402,68464.004
44.155426,91,68474.161654
2262.06553,1036,68591.572865
26.436999,81,68600.83753
196.651348,287,68633.271274
1873.842821,850,68729.147744
44.876663,88,68739.109705
-24.445004,1,68739.220105
-24.289123,1,68739.332908
42.12995,158,68757.13386
50.947259,97,68767.990371
1488.477811,832,68861.708495
44.784259,159,68879.718077
-17.595662,6,68880.39257
-16.689776,7,68881.239855
-20.445652,5,68881.81489
762.436096,474,68935.462133
3729.981631,1501,69104.624366
57.523944,104,69116.25194
78.74464,172,69135.512725
41.381512,88,69145.406945
38.668797,96,69156.314267
-24.02553,1,69156.432172
-24.186197,2,69156.669148
4.420065,75,69165.149829
-22.735556,3,69165.488744
-22.76112,3,69165.83083
-21.011016,4,69166.285639
987.573865,507,69223.676839
-22.215578,3,69224.018934
171.322821,335,69262.065804
-24.650886,1,69262.169706
36.67078,88,69272.09502
24.646812,1,66213.361575
-24.970495,1,66213.475015
35.685085,83,66222.805152
60.215788,110,66235.230847
28.950341,84,66244.756552
-24.083232,2,66244.986724
39.575769,90,66255.209868
2622.755447,851,66351.217828
4748.551886,1501,66520.528762
5205.149797,1613,66702.550159
22.335763,92,66712.90757
33.916725,91,66723.196845
4550.337299,1521,66894.85399
72.73454,100,66906.128856
3773.331596,1501,67075.668737
4250.846066,1501,67245.167252
4672.138859,1501,67414.60945
3406.18752,1098,67538.570636
42.754318,92,67548.960543
-22.178058,3,67549.300771
1036.402026,529,67609.11419
158.181428,249,67637.191807
4108.542379,1429,67799.087477
68.685261,102,67810.516052
-23.96002,1,67810.624683
-24.465506,1,67810.778366
-22.78426,1,67810.898047
-23.751481,2,67811.115227
-23.57924,1,67811.225763
4519.077044,1501,67980.850919
703.039796,331,68018.286259
77.722853,177,68038.224521
48.229438,91,68048.605012
38.833,100,68059.796809
5290.523547,1541,68233.964406
46.735389,98,68245.085909
55.143367,106,68256.998826
2527.640038,1280,68401.395129
71.982091,167,68420.395929
646.970111,514,68478.300909
-23.708001,1,68478.40446
3714.861649,1501,68648.418679
2741.995553,845,68743.768345
63.667483,108,68755.921228
-24.307732,1,68756.0302
532.215685,438,68805.290973
98.6313,185,68826.104602
76.533767,157,68843.830542
4470.474357,1501,69013.095492
961.344142,338,69051.078374
113.978913,180,69071.532025
23.37663,82,69080.794353
-17.601263,8,69081.690583
-23.608433,3,69082.019418
4046.85386,1402,69240.530436
4428.43048,1501,65311.997032
2090.241901,680,65388.792382
-23.094552,1,65388.898997
-22.043522,3,65389.234155
4134.913791,1501,65558.594563
4683.308471,1501,65728.459236
697.739328,348,65767.888365
-17.940856,7,65768.692438
65.360339,101,65780.047495
-21.283353,3,65780.383063
4299.29159,1501,65950.116405
3263.40671,1116,66076.186606
4690.669703,1501,66245.520697
4330.527655,1501,66414.853582
2910.861088,889,66515.150595
-24.152433,1,66515.259386
-24.629098,1,66515.380375
53.897051,92,66525.875281
98.014941,184,66546.568379
4901.420924,1536,66719.900803
4315.1377,1494,66888.46357
3984.121375,1501,67058.001086
2265.632403,656,67132.25608
1876.050182,636,67204.064241
58.070958,100,67215.367843
-22.261537,3,67215.725523
2518.05531,973,67325.286889
3721.507293,1501,67494.776949
4723.676326,1501,67664.457807
1489.651537,476,67718.327684
58.401314,94,67729.00034
-24.562705,1,67729.104229
-24.848487,1,67729.234628
61.734997,103,67740.986953
4360.753983,1493,67909.610609
49.779565,151,67926.715674
-24.564221,1,67926.823321
40.005158,90,67937.088224
26.464631,94,67947.857543
61.530163,103,67959.519903
47.886549,97,67970.396936
1877.380572,911,68073.415447
-5.632209,82,68082.697664
39.169977,88,68092.614683
-24.002617,1,68092.723889
1.747272,67,68100.333036
-0.20689,23,68102.920501
-24.633226,3,68103.256153
-24.900745,3,68103.602571
4269.357347,1501,68273.087478
0.712086,33,68276.997751
26.882485,89,68286.989146
-21.881654,3,68287.333046
-24.545894,1,68287.463602
58.376417,95,68298.183751
-17.489382,7,68298.957516
-20.598432,4,68299.404871
2801.198379,1298,68445.672431
-23.655009,1,68445.78288
-24.681961,1,68445.889709
22.690765,83,68455.276575
4694.187636,1501,68625.276339
3165.282182,926,68729.719665
83.498012,170,68748.919355
-22.211945,3,68749.264803
913.065607,425,68797.065872
182.088721,131,68811.724673
39.056703,92,68822.086216
-21.855204,3,68822.425155
-22.711774,3,68822.798808
40.594472,92,68833.185738
-18.301467,6,68833.856646
-20.672908,4,68834.298144
3797.199354,1330,68984.451391
55.336886,171,69003.624525
-23.285497,3,69003.953428
4060.672786,1346,69155.72485
-23.024687,1,69155.837018
-21.040827,3,69156.200821
948.252317,619,69226.243471
78.89072,158,69244.345882
723.105445,446,69294.691035
92.516997,180,69315.173845

48.260677,97,68354.892028
4736.499792,1501,68524.508113
3744.214576,1088,68647.732326
24.45327,157,68665.439222
3970.116606,1501,68834.538296
510.664839,223,68859.661788
30.465425,93,68870.202941
3394.407483,1501,69039.453242
719.929698,241,69066.645956
58.836518,95,69077.394724
-24.62938,1,69077.497936
1190.860838,556,69140.170707
42.796624,92,69150.554427
19.34363,84,69160.10783
-23.068858,3,69160.432774
43.034828,99,69171.637938
59.149639,160,69189.694535
-22.600513,3,69190.038661
-22.276132,4,69190.4922
34.731346,78,69199.361536
56.265065,102,69210.893109
